ゆっくり霊夢 (解),コーカサス地帯で敗北し始めると
ゆっくり霊夢 (解),寝返りを危惧し多くが後方、のちに西部戦線に送られるよ
ゆっくり霊夢 (解),コーカサス地帯は有名なバクーを含めソ連にとって重要な産油地帯で
ゆっくり霊夢 (解),ソ連の生産量の90パーセントを占めるよ
ゆっくり霊夢 (解),またウクライナがドイツ軍に占領された以上
ゆっくり霊夢 (解),穀物生産地としても重要になるよ
ゆっくり霊夢 (解),それと希少金属の産出地でもあるよ
ゆっくり霊夢 (解),あとはウクライナから226の工場が疎開してきたりもしてるよ
ゆっくり霊夢 (解),石油が有名だけどそれだけじゃないんだね
ゆっくり霊夢 (解),これは1942年時点での鉄道網だよ
ゆっくり霊夢 (解),だいぶ偏ってるね
ゆっくり霊夢 (解),薄い灰色の線は戦時中に作られたものだよ
ゆっくり霊夢 (解),今回はドイツ軍の攻勢、ソ連軍の防御を解説するけど
ゆっくり霊夢 (解),黒海側とカスピ海側、それと山岳兵が戦った中央コーカサスにわけて説明するよ
ゆっくり霊夢 (解),戦力分散だなぁ
ゆっくり霊夢 (解),ドイツ軍は事前に石油会社を設立、契約し準備したよ
ゆっくり霊夢 (解),捕らぬ狸の皮算用と言えばそれまでだけど
ゆっくり霊夢 (解),すぐに活用するために必要だからね
ゆっくり霊夢 (解),42年の春のハリコフの戦いでのソ連軍の敗北は大きなもので
ゆっくり霊夢 (解),ドイツ軍はついにドン川を渡ってきたよ
ゆっくり霊夢 (解),8月27日名の知れぬ英雄がダムを破壊したことで
ゆっくり霊夢 (解),マヌィチ川は川幅が大きくなりソ連軍の撤退する時間を稼げたよ
ゆっくり霊夢 (解),8月28日大規模な航空部隊の援護のもとA軍集団をドン川渡河させ
ゆっくり霊夢 (解),ドイツ軍は特に抵抗に遭遇することなく、迅速な進軍をつづけたよ
ゆっくり霊夢 (解),ここからコーカサスの戦いになるよ
ゆっくり霊夢 (解),ドイツA軍集団はクライストの第１装甲軍と第17軍と
ゆっくり霊夢 (解),ルーマニア第3軍で構成されたよ
ゆっくり霊夢 (解),ソ連軍はイランやトルコに張り付いてる南コーカサス方面軍と
ゆっくり霊夢 (解),ドン川から撤退した北コーカサス方面軍と
ゆっくり霊夢 (解),それを再編した黒海軍団を防衛に使ったよ
ゆっくり霊夢 (解),ちなみに北コーカサス方面軍の司令官はブジョンヌイだよ
ゆっくり霊夢 (解),ドイツ軍には第4航空艦隊がソ連軍には第5航空軍と第4航空軍がついたよ
ゆっくり霊夢 (解),ドイツ
ゆっくり霊夢 (解),1942年7月:1,000機
ゆっくり霊夢 (解),1943年1月:530機
ゆっくり霊夢 (解),ソ連
ゆっくり霊夢 (解),1942年7月:230機
ゆっくり霊夢 (解),1943年1月:900機
ゆっくり霊夢 (解),ここから個別の地域、まず黒海側から解説していくよ
ゆっくり霊夢 (解),ドイツ軍はサルスク、ヴォロシロフスクを落とし
ゆっくり霊夢 (解),8月6日から12日にかけてクラスノダールの抵抗を排除したよ
ゆっくり霊夢 (解),アルマヴィル、マイコープと占領していきトゥアプセ方向へと進軍したよ
ゆっくり霊夢 (解),しかし西コーカサス山脈のふもとで止まってしまったよ
ゆっくり霊夢 (解),8月19日にはドイツ軍はノヴォロシースクへ攻撃を開始したよ
ゆっくり霊夢 (解),ソ連軍は撤退してきた北コーカサス方面軍を
ゆっくり霊夢 (解),南コーカサスの黒海軍集団として再編し
ゆっくり霊夢 (解),防衛したものの9月中旬にはドイツ軍が都市をほぼ全て占領したよ
ゆっくり霊夢 (解),ノヴォロシースクは港として重要な場所だよ
ゆっくり霊夢 (解),しかしドイツ軍はソ連軍の妨害や黒海艦隊もあって
ゆっくり霊夢 (解),占領しても使うことはできなかったよ
ゆっくり霊夢 (解),ちなみにノヴォロシースク攻略にはルーマニア第3軍が参加しているよ
ゆっくり霊夢 (解),そして、その後にスターリングラード北部に移動し
ゆっくり霊夢 (解),B軍集団の左翼を守ることとなるよ
ゆっくり霊夢 (解),9月25日、2日間にわたる空爆のあとトゥアプセへ目指して
ゆっくり霊夢 (解),ドイツ軍が進軍したよ
ゆっくり霊夢 (解),これはノヴォロシースクに張り付いてるソ連軍を
ゆっくり霊夢 (解),引きはがすもしくは包囲するのが目的だよ
ゆっくり霊夢 (解),山岳を使ったソ連軍の防衛は硬くドイツ軍の進軍は遅かったよ
ゆっくり霊夢 (解),10月23日にはトゥアプセを一望できるセマシュコ山を一時的に占領するも
ゆっくり霊夢 (解),反撃で取り返されるよ
ゆっくり霊夢 (解),10月末にはドイツ軍は防衛側に回ることになるよ
ゆっくり霊夢 (解),その後もドイツ軍の攻撃、ソ連軍の攻撃ともにあったけど
ゆっくり霊夢 (解),大した戦果を上げずに本格的な冬が到来するよ
ゆっくり霊夢 (解),さて、次は中央コーカサスに話を移すよ
ゆっくり霊夢 (解),8月21日、ドイツ軍山岳兵はエルブルス山に旗を立てたよ
ゆっくり霊夢 (解),エルブルス山は5642mの山で4050m地点に三階建ての小屋があったよ
ゆっくり霊夢 (解),宣伝の価値はあったけど当然軍事的に価値はなかったよ
ゆっくり霊夢 (解),ヒトラーは曲芸だと言ってキレたよ
ゆっくり霊夢 (解),ちなみにこれを受けて8月23日に
ゆっくり霊夢 (解),べリヤがコーカサスに軍事指導をしにやってきたよ
ゆっくり霊夢 (解),当然軍司令官の解任、交代を行ってるよ
ゆっくり霊夢 (解),そういやスターリンもベリヤもグルジア出身だったね
ゆっくり霊夢 (解),ドイツ軍の目的はコーカサス山脈を越え
ゆっくり霊夢 (解),ソ連軍の包囲、グルジアの占領だよ
ゆっくり霊夢 (解),アルプスで訓練されたドイツの山岳兵は
ゆっくり霊夢 (解),荷物を積んだラバと山砲を持ってきたよ
ゆっくり霊夢 (解),ルーマニアの山岳兵も山越え作戦に参加したよ
ゆっくり霊夢 (解),それとコーカサス山脈は少なくない数のドイツ将兵が
ゆっくり霊夢 (解),戦前に登山したことのある場所だったよ
ゆっくり霊夢 (解),そういやぁ戦前にソ連領内で戦車の各種試験してたね
ゆっくり霊夢 (解),ドイツ軍の山越え当初のソ連軍は
ゆっくり霊夢 (解),軍隊が通れると思っておらず少数の部隊しか置いてなかったよ
ゆっくり霊夢 (解),油断だぁ
ゆっくり霊夢 (解),ドイツ軍山岳兵は山登りによってソ連軍を迂回し
ゆっくり霊夢 (解),山に運んだ機関銃や迫撃砲でソ連軍を背後から攻撃したよ
ゆっくり霊夢 (解),ソ連軍の現状の把握そして援軍が遅れたためドイツ軍の進撃が
ゆっくり霊夢 (解),止まったころには山頂を過ぎ下り坂に入っていたよ
ゆっくり霊夢 (解),ソ連軍もドイツの山岳兵に対抗するため
ゆっくり霊夢 (解),NKVD山岳兵や地元兵に工兵を組み合わせた部隊を防衛に使ったよ
ゆっくり霊夢 (解),反撃するためにトルコ国境から戦力を引き抜くも
ゆっくり霊夢 (解),標高の高いために冬の到来がほかより早くこの場所の戦闘を停滞させたよ
ゆっくり霊夢 (解),ちなみにだけど9月28日ソ連軍がエルブルス山を取り返すために
ゆっくり霊夢 (解),独ソ戦の中でも変わった戦いが行われたよ
ゆっくり霊夢 (解),小屋を迂回し4800mの地点から迫撃砲等を持ったNKVD中隊が攻撃したものの
ゆっくり霊夢 (解),数時間で中隊は102人中4人を除いて壊滅したよ
ゆっくり霊夢 (解),高さだけ聞いたら航空戦だなぁ
ゆっくり霊夢 (解),その後も攻撃したり爆撃したりしたけど小屋と山は
ゆっくり霊夢 (解),ドイツ軍が撤退するまで占領できなかったよ
ゆっくり霊夢 (解),ちなみに小屋は
ゆっくり霊夢 (解),"ナチスをやり過ごすも不注意な客に焼かれたロシアで最も高いホテル"
ゆっくり霊夢 (解),としてロシアビヨンドで紹介されてるよ
ゆっくり霊夢 (解),https://jp.rbth.com/history/81290-eruburusu-san-no-hoteru-kyuukeijyo-11
ゆっくり霊夢 (解),写真いっぱいで面白いのぜひ見てほしいよ
ゆっくり霊夢 (解),最後にカスピ海側を解説するよ
ゆっくり霊夢 (解),ドイツ軍は8月25日にプロクラドヌイを占領しテレク川を越えようとするよ
ゆっくり霊夢 (解),この一帯ではソ連軍の方が戦力的に優位だったものの
ゆっくり霊夢 (解),ドイツ軍は攻勢地点に戦力を集中させ局所的な戦力優位を取ったよ
ゆっくり霊夢 (解),ドイツ軍は9月1日の夜にモズドクの東で陽動を行ったあと
ゆっくり霊夢 (解),翌日にモズドクの南から渡河を行い進軍したよ
ゆっくり霊夢 (解),ドイツ軍はグロズヌイ方面へ進撃するためにマルゴベックへ攻撃したよ
ゆっくり霊夢 (解),しかしながらソ連軍の抵抗は強く
ゆっくり霊夢 (解),ほぼ失敗に終わったもののソ連軍の反撃もあったよ
ゆっくり霊夢 (解),ソ連空軍はテレク川の浮橋を重点的に爆撃したよ
ゆっくり霊夢 (解),ちなみにこの辺の川は広くて穏やかな大陸河川というより
ゆっくり霊夢 (解),狭くて急な日本でよく見るような川ばかりだよ
ゆっくり霊夢 (解),9月19日、ドイツ軍はマルゴベックへの攻撃をいったん停止させ
ゆっくり霊夢 (解),コーカサスを超える軍用道路の通るエルホトヴォ谷へ攻撃したよ
ゆっくり霊夢 (解),エルホトヴォ谷まで進んだもの
ゆっくり霊夢 (解),ここにはソ連軍が地雷やバリケード、有刺鉄線などで要塞化しており
ゆっくり霊夢 (解),激しい戦いで谷を越えることはできなかったよ
ゆっくり霊夢 (解),9月25、戦力集中後にマルゴベックへの攻撃を開始し
ゆっくり霊夢 (解),10月7日には占領できたもののそれ以上は進めず防戦に回ったよ
ゆっくり霊夢 (解),9月28日にはここらで有名な戦車戦がマルゴベックの南で行われたよ
ゆっくり霊夢 (解),ドイツ軍は戦車部隊の突破地点としてマルゴベク南のサゴプシン村を選んだよ
ゆっくり霊夢 (解),対するソ連軍は戦車と対戦車砲で三重の防衛線を作ったよ
ゆっくり霊夢 (解),9月28日の夜明けソ連軍は攻撃準備中のドイツ軍に砲撃を加えたよ
ゆっくり霊夢 (解),これは損害より精神的ダメージの方が大きかったよ
ゆっくり霊夢 (解),ドイツ軍戦車は霧の中を前進しため
ゆっくり霊夢 (解),機関銃の攻撃で歩兵の支援を得られなくなってたことに
ゆっくり霊夢 (解),気づかないまま防衛線を超えてしまったよ
ゆっくり霊夢 (解),ここでソ連軍の対戦車砲、戦車、野砲とカチューシャの反撃を加えられたよ
ゆっくり霊夢 (解),ドイツ軍は午後には何とか態勢を立て直すも
ゆっくり霊夢 (解),すでに三分の一の戦車を失っていたよ
ゆっくり霊夢 (解),再度攻撃するものの防衛線は突破できなかったよ
ゆっくり霊夢 (解),防衛線を迂回したドイツ軍部隊もいたけど航空機や砲撃に対処してるうちに
ゆっくり霊夢 (解),主攻勢の敗北を知り撤退していったよ
ゆっくり霊夢 (解),時に人はこれをコーカサスのプロホロフカと呼ぶよ
ゆっくり霊夢 (解),参加した戦車はドイツ軍は戦車48両と三突十数両
ゆっくり霊夢 (解),ソ連軍は戦車30両と対戦車砲、野砲多数だけど
ゆっくり霊夢 (解),お互いに敵軍の過大報告を行っており
ゆっくり霊夢 (解),両軍合わせて200両の戦車がぶつかった激戦となってしまったよ
ゆっくり霊夢 (解),ドイツ軍Pz IIIが34、Pz IVが9、Pz IIが5
ゆっくり霊夢 (解),ソ連軍T34が2、KV-1が5、T-60が13、M3スチュアートが8 
ゆっくり霊夢 (解),過大報告されてるとはいえ
ゆっくり霊夢 (解),いちようこの方向のドイツ軍の攻撃に数日間は戦車を使えなくなったため
ゆっくり霊夢 (解),重要な戦いではあるよ
ゆっくり霊夢 (解),スターリングラードの戦いが激しくなるにつれて
ゆっくり霊夢 (解),コーカサスへの増援は少なくなったよ
ゆっくり霊夢 (解),徐々に、徐々にドイツ軍が防衛側に回っていくよ
ゆっくり霊夢 (解),しかしながらドイツ軍は10月25日に最後の攻勢作戦を実行するよ
ゆっくり霊夢 (解),ドイツ軍はナリチク側からエルホトヴォ谷を迂回し
ゆっくり霊夢 (解),オルジョニキーゼを目指したよ
ゆっくり霊夢 (解),ソ連軍がテレク川からドイツ軍を一掃する作戦を立ててたため
ゆっくり霊夢 (解),ナリチク側は戦力が薄くなっていたよ
ゆっくり霊夢 (解),航空支援もあり防衛線を突破し10月28日にはナリチクを占領
ゆっくり霊夢 (解),10月30日にはソ連軍が攻勢作戦用の戦力を一部防御に当てるよ
ゆっくり霊夢 (解),11月1日ドイツ軍はアルドン川を越えたよ
ゆっくり霊夢 (解),ソ連軍は攻勢作戦をやめ戦力をドイツの攻勢作戦に当てるよ
ゆっくり霊夢 (解),11月2日にはドイツ軍はオルジョニキーゼ西10kmのギゼリまで到達するも
ゆっくり霊夢 (解),でソ連軍に包囲されてしまったよ
ゆっくり霊夢 (解),11月6日から12日にかけてソ連軍は包囲内を殲滅したよ
ゆっくり霊夢 (解),ドイツ軍は重装備を捨て戦力の薄かった山脈側から逃げたよ
ゆっくり霊夢 (解),この敗北で多くの物を失ったドイツ軍は再度攻勢に出ることはできなかったよ
ゆっくり霊夢 (解),もうこの後すぐの19日に天王星作戦が発動し
ゆっくり霊夢 (解),スターリングラードでドイツ軍が包囲されるのもあるだろうね
ゆっくり霊夢 (解),こののちにソ連軍が攻勢に出るも少し進むだけで
ゆっくり霊夢 (解),大した戦果は得られなかったよ
ゆっくり霊夢 (解),さてこのあとはソ連軍が攻勢に転じることになるけどこれは次回解説するよ
